"","ï..Year","Country.Name","Health","Education","HIV"
"202",2017,"Romania","5.1508317","3.09539008140564","0.04"
"203",2017,"Russian Federation","5.35889769","4.68990993499756",".."
"204",2017,"Rwanda","6.38999128","3.12646007537842","0.45"
"205",2017,"Samoa","5.56750727","4.18315982818604",".."
"206",2017,"San Marino","7.22321129","3.36997008323669",".."
"207",2017,"Sao Tome and Principe","6.46091604","5.03636980056763",".."
"208",2017,"Saudi Arabia","6.26256323","..","0.04"
"209",2017,"Senegal","3.99707484","4.62496995925903","0.09"
"210",2017,"Serbia","8.22039318","3.71016001701355","0.02"
"211",2017,"Seychelles","4.90735865","3.67728996276855",".."
"212",2017,"Sierra Leone","9.39976025","4.63576984405518","0.83"
"213",2017,"Singapore","4.36418819","2.76826000213623","0.04"
"214",2017,"Sint Maarten (Dutch part)","..","..",".."
"215",2017,"Slovak Republic","6.77144289","3.94063997268677",".."
"216",2017,"Slovenia","8.18522835","4.78077983856201","0.01"
"217",2017,"Small states","5.00782718460196","5.02312994003296","1.61052779070579"
"218",2017,"Solomon Islands","4.22589684","..",".."
"219",2017,"Somalia","..","..","0.02"
"220",2017,"South Africa","8.72262383","6.11305999755859","5.91"
"221",2017,"South Asia","2.99148426681008","3.13641500473023","0.0554815887270723"
"222",2017,"South Asia (IDA & IBRD)","2.99148426681008","3.13641500473023","0.0554815887270723"
"223",2017,"South Sudan","8.23701382","..","1.35"
"224",2017,"Spain","8.9569416","4.20777988433838","0.09"
"225",2017,"Sri Lanka","3.59565234","2.79924988746643","0.01"
"226",2017,"St. Kitts and Nevis","5.59630823","..",".."
"227",2017,"St. Lucia","4.65729332","3.63348007202148",".."
"228",2017,"St. Martin (French part)","..","..",".."
"229",2017,"St. Vincent and the Grenadines","4.32440805","5.7319598197937",".."
"230",2017,"Sub-Saharan Africa","5.17560778836335","3.78976988792419","1.07407613474067"
"231",2017,"Sub-Saharan Africa (excluding high income)","5.17585538832908","3.78976988792419","1.07407613474067"
"232",2017,"Sub-Saharan Africa (IDA & IBRD countries)","5.17560778836335","3.78976988792419","1.07407613474067"
"233",2017,"Sudan","6.05546141","..","0.09"
"234",2017,"Suriname","5.9441762","6.10751008987427","0.33"
"235",2017,"Sweden","10.78509998","7.56883001327515",".."
"236",2017,"Switzerland","11.48099899","4.9515700340271","0.03"
"237",2017,"Syrian Arab Republic","..","..","0.01"
"238",2017,"Tajikistan","7.2288146","5.83796977996826","0.13"
"239",2017,"Tanzania","4.08257437","4.4305100440979","1.83"
"240",2017,"Thailand","3.84309888","3.3557300567627","0.13"
"241",2017,"Timor-Leste","6.7448473","7.10610008239746","0.1"
"242",2017,"Togo","6.49387741","3.7605299949646","0.65"
"243",2017,"Tonga","5.09755182","..",".."
"244",2017,"Trinidad and Tobago","6.99457884","3.56126999855042","0.1"
"245",2017,"Tunisia","6.84927845","..","0.03"
"246",2017,"Turkey","4.17974997","..",".."
"247",2017,"Turkmenistan","6.93536758","..",".."
"248",2017,"Turks and Caicos Islands","..","2.97728991508484",".."
"249",2017,"Tuvalu","16.77852631","..",".."
"250",2017,"Uganda","4.0002389","2.26336002349854","1.64"
"251",2017,"Ukraine","7.43332481","5.41226005554199","0.25"
"252",2017,"United Arab Emirates","4.05959463","..","0.09"
"253",2017,"United Kingdom","9.80787468","5.44418001174927",".."
"254",2017,"United States","16.80583572","..","0.12"
"255",2017,"Upper middle income","5.77803003304438","3.93130993843079",".."
"256",2017,"Uruguay","8.82179165","4.48583984375","0.18"
"257",2017,"Uzbekistan","5.07679939","5.2813401222229","0.14"
"258",2017,"Vanuatu","2.7629149","4.53353023529053",".."
"259",2017,"Venezuela, RB","4.66499233","1.34407997131348","0.13"
"260",2017,"Vietnam","4.71283436","4.08553981781006","0.09"
"261",2017,"Virgin Islands (U.S.)","..","..",".."
"262",2017,"West Bank and Gaza","..","4.72153997421265",".."
"263",2017,"World","9.78239938210587","4.32823991775513","0.23"
"264",2017,"Yemen, Rep.","..","..","0.03"
"265",2017,"Zambia","4.37697697","3.72964000701904","4.31"
"266",2017,"Zimbabwe","7.46975242","5.3810601234436","2.74"
